labels,text
5,@zachsang when nina picked up my call lastnight i didnt know she was talking to me and i like totally didnt answerr
3,Just at Starbucks with Farrah!
3,i found a ride...YES!!! liquor here i come
4,@iHolleeee well now i do
5,At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend
6,@epiphanygirl  When are you coming to Indianapolis  !?!?
3,"@pchaganti concur with http://tr.im/kmVl, but people can't wait. Don't stop making VAS. When clouds become a commodity, do &quot;cross-cloud&quot;"
5,@greco31 I've been trying not to think about that!
3,"@Hannah_21Thanks, I'll keep working on her   @RoshiKK lol good idea!"
4,I feel like... I'm not gonna make it this year
5,@vosdjs LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!
5,Only just past 8am and already been spoiled rotton
4,4 more followers.. follow me and I'll love you!! *pouts* Please?
4,I want to go see Up
6,@FreyaLynn they can't be in their carriers anymore?
5,@flashlight Hah! Just wait till you turn 40
5,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!"
5,Working working and working at www.redirlanda.es. Many hours spent but it worth!! Letï¿½s make Red Irlanda big
5,Porter is making be a sad panda
3,"@Elise_Smith they are very yummy, i'm eating one too!  BAGELS!"
4,@hachuree ?????
4,"@jcharming its not mothers day on the west coast, tyvm"
3,"@RobM67 I just retweeted your jesus post as it made me laugh... don't worry, wasn't a subliminal code"
3,@rodney91 http://twitpic.com/4i3g6 - i love that game  xxxx
5,@streetztalk physics  the most boring class ever!
4,@lilymcnee  Your welcome
5,@andyjih Yep...sadly I only had 10 min before a meeting!
5,I fucking love Alexander William Gaskarth
6,@shanselman http://twitpic.com/4ve84 - Wow! A nice laptop
5,"@XJakeXChaosX no  their playing in st.pete but its been sold out for months. im trying to go to the orlando one , i live in st.pete lol"
4,@DougBenson  NO YOU ARE EVIL I WANT ONE!!   #flaxandfiberfriday
3,i finished all my work!
6,Making a birthday song to a special person!!
4,having a lazy day after a very alcoholic wk end!!
4,@Timprescott wasn't the &quot;layers&quot; just absolute positioned divs? Web compability killer
4,but i thought 'summer hours' meant i was supposed to get to go home at 4.....
4,Is it OK to send iFlowers to your mom for Mother's Day trough this iPhone app? http://tr.im/kWnX
5,is tanning with emily! too bad its prob gonna rain
4,@SustainableSeas I do now. thanks for turning me on to them. I follow them on fb but was not here.
5,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out."
3,Good Morning Campers! I got LOTS of sleep last night! Thank you! Thank you Ash! Thank You!
3,"@MsNewAppearance Hey, thanx for following me, I'll follow you"
5,@AshantiGirl HELLOOO!!! How are you?? Gosh I miss seeing you around. Thought of you last night when I had some amarula
3,I'm pondering lunch at Shane's. I think. I can already hear people whining about it...
4,"@sterestherster Adem in, adem uit"
4,finally got home. ohhh my aching feet!  but am happy to finally watch the giro!!!
4,"http://twitpic.com/4iw0x @JerryKontur @rvitek @carolwingert @Weidling @joereist Thx all - it's a 3k capacity, bought second hand"
4,Next song to be axed by me Ombra mai fï¿½ -ï¿½ Largo ï¿½ Hï¿½ndel
6,"Omg I just woke up after only sleeping for 3hrs, and my arm is just aching... It hurts so bad"
3,Happy Bank Holiday
5,@AubreyODay aw. wasn't it sad?! give ginger a little pat on the head for me!  mwah!
6,@PassionMD I could see your quote but not vote for it??
4,$RZ Hope so.  Time will tell.  Good luck   $$
5,Crossing the bridge....leaving ocean city  I'm sad.
3,Working on our baseball fundraiser  Get 10% percent off Platium or Diamond wedding package if you let us know you saw us on Twitter!
3,@fedgrub  dull life was on the soundtrack of one of my favourite showss
3,@JonathanRKnight you &amp; chicken soup &amp; I'll be good!
6,"@torilovesbradie haha, nice pic  looks abit like my school"
4,@laccboner man I can cut my hair now. I mean not with cory.  procuts here I come.
4,"@robluketic Shoot, Rob I missed it. Just got home."
6,@ladybug8320 that is definitely a blast from the past
4,says headache  http://plurk.com/p/wydaf
5,"@daniellefecci &quot;You guys could have fun in a cardboard box&quot;.. I miss you already, bro."
5,Feeling pretty poo today
4,Went to see Wolverine with the husband (who is off work today) - was pretty good
4,editing something in photoshoot  NILEY
4,"@opaque19 I can't do that.  I take it at 11, or I work through it.  Those are my options here."
6,@iamchinky13 are u ignoring me  gah!
6,"@yoha_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then."
4,@tofuatomic my boss. She's moving to NYC
3,@PHILIPGRANGER Thanks for the follow! (raises hand) I am
4,@hambers It means &quot;luv ya&quot; in Zulu/Xhosa. Probably spelt it wrong lol. Can't b creative 2day ...tired  so translated
4,@Mitry909 no Belgian an not a record collector
6,@rayatkinson last I looked.  Hi back...
4,"@glamorousamanda awww how cuuute, mine follows me when i showers and peeï¿½s and wherever i go but refuses to lay still in the bed"
4,goin' to casa milan's club house...
3,@omgdarleny hahaa your awesomee !
3,watchin what a girl wants with mom and brittany..
4,"@hosea24hours I'm still on the bandwagon. Figured I've been on this ride so far, might as well see what happens."
5,"Just woke up &amp; can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago"
5,"@DJGigiDred not fare lady, no body naps while I am at work"
6,"@rhettroberts I taped them when I was still at school! They look pretty retro now, but the theme song is still recognisable"
4,"You're never alone Just when you think no one cares, you realize that there' always one person you cares for you"
5,fell asleep waiting for my ride!
5,didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.
3,Enjoyed see'n everyone last night! even tho it was a really bad night financially... Cant wait to kick it again @ the drive -ins!
4,@troublebrother very much much much mash!!!! more please
5,saying goodbye to @jesshowe for a year  she's been awesome in helping me fit into the team at Veritas!
5,"@niqa86 I miss you too, Mojokins! I go there, but not long enough to comment  Will do more this weekend!"
3,had a great time talkin with Mike tonight for three hrs.
3,@jaackyx ha you'll do fine! just be positive!  &amp;aha i know huh. wht a long conversation. i remeber you and allyson did even lnger ones! x]
4,"@mikeseymour Keep it that long, people can ffwd if they like (now, if you did AAC w/ chapter markers..."
3,Morniiing twitter  eating cereales and watching BLG dvd like every sunday morning ^^ï¿½
4,Finally reunited with my Hunny bunny@tarzan_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!
4,@MCRmuffin
3,happy mother's day
5,Why are we busy ugh I have the largest headache
5,It's not gonna happen again
4,@bethharperwalsh Yes for sure ! its all that i would eat !!
4,wikileaks geht wieder  super #wikileaks #online
3,"overall, tonight's snl = epic win."
5,Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.
3,@solangeknowles I'm going to the show in Amsterdam!  Can't wait!
5,@Tiffany_in_VA I'm not getting your updates to my phone  I'm trying to figure it out but it makes me sad!
6,"The young lady in the local Chinese taking orders is, it has to be said, very cute indeed. Pity I'm probably twice her age"
5,@Teseract86 If I got paid by the hour I could retire by now  do you have xBox live? I am thinking Rock Band
4,@aeakett And who says I wasn't just muttering to myself?
6,"NOOOOO! serena and darrian don't remember each other, and i've been waiting all day to see them confess their love"
4,Ahh ! I just woke up.  forgot to reset my alarm clock.
4,Sleepless in Seattle
4,"Zen-related stuff: &quot;Go with the flow.&quot; Very easy to accomplish - it started to rain, so the rain will flush me away"
4,VEGA UNDER FIREEEEEE
3,@dougiemcfly hey cant wait 4 u guys 2 come over 2 jersey woop.... hope ur lookin 4ward 2 it coz we r  x
6,is very excited! jonas tickets are on sale 2morrow
5,staying at home. unpacking!!!! crap!
4,"@sizzlemaker Happy Friday! Do u know how I can get a copy of the BT art u did on Mel's fake Twitter? I'm n it, but can't find it now.  THX"
3,@dimples_03 He'll know Tupac lyrics too!
4,http://twitpic.com/4jax3 - Update Ableton Live
4,"@dai_bach I'd suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US &amp; might confuse tweeps"
5,@t_isfortammy Sad tweets are sad
4,@joelhouston well... As long as you're back for Elevate!
5,"i am sleeepyyy. today = busy. work 10-4, library, class 6-7:20, tanning, packing, bit of sleep, atlantic city airport, myrtle beach"
5,why nobody write with me ? !
4,Busy friday. I got lots to do and a game tonight. 8:15 at McNair! Last AP Lit and Gym today
4,#twpp ..still nw in trending topics..
3,thankful for the rain for our garden! The kids and I are starting on our gardening lapbook (thanks Heidi  http://www.lapbooklessons.com/
4,Watching a movie with sam
6,@markjoyner totally! I've been waitin for somethin new and thought provoking at mj.name
5,@mattdavey2 not happy
3,This is one of my all-time favorite episodes/quotes from The OfficeUS only   )  http://bit.ly/ARMJ
4,in a meeting discussion colour of bikeshed
5,@MegFitzgerald my heart hurts too.
5,@suzyqbee He says he feels mama tucking him in at night  He's lonely but getting by. Tomorrow will be tough!
6,WOW. My teacher just called me a skunk cuz of my hair
5,@iamlittleboots all my recording eqpmnts out. a full day 2 myself and minds gone blank. outfit for G-A-Y still nt arrived eitha
6,"that little girl on BGT  omggg, how can people not feel sorry for her?"
3,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler..."
4,@MidtownLunch Loads of Beard papas have disappeared in the UK too
4,@LucyKD hey Momma Cherri's site is still active: http://www.mommacherri.co.uk/ I'd love to go too one day
5,I wasn't going to go out tonight but looks like I'll be heading over to Main Street
4,"@TheComputerNerd weird as usual, but ok... that's why we like it"
6,"seriously underrated.. 'porridge', the best breakfast in the world... ever. doesn't need to be gloopy, as long as it is made just right"
6,Getting rather annoyed at my notebook. I know it's old and has got wrinkles but it's never been this slow before
3,2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b'day keiron
4,@TheRealLilZa zaaaa !
4,@DKHOTOPIC aw
5,What happened to the warm?  I will commence pouting until it returns READYSETGO
5,Finally finished exams &amp; home not watch Otalia &amp; the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP
3,@DeadMemoriesX Poor you   If I was with you right now; I would probably give you a hug ;D
3,@_NyLana_ An! Happy Mother's Day!
0,"So, what's so great bout your so called 'wonderful love life'?  For god sake, W-A-T-E-V-A!"
3,@rasga Yep: http://bit.ly/15yyId  We go there for Christmas treats!
3,Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family
4,@paulbay1028  Mornin'.
5,@nicholasxjonas  you disappointed me
3,Joining twitter! Just added a random person
4,i joined this because i think my smith chips invent a flavour competion entry wont be recognised  its  SWEETPOTATOE AND SEASALT  flavour ?
4,&quot;jaunty jackalope&quot; `s too boring a name; &quot;intrepid ibex&quot; is still my favorite among them all ...
4,PArts of me are starting to feel the effects of over tanning
6,@OAMCortney you're alive!!!!!!  Go w/ The Notebook...it'll make you cry and stuff
5,@Rina_spn your boyfriend didn't even say bye!
4,@rachellee625 a wet and dirty one now
5,I am watching &quot;28 Weeks Later.&quot; Not as good at Days.
4,@lipzs0juicy I was in the shower  sorrrrrryyy
